"cast","slova"
"description",71
"description",154
"description",103
"description",72
"description",199
"description",162
"description",147
"description",112
"description",108
"description",65
"description",158
"description",57
"description",269
"description",90
"description",63
"description",84
"description",114
"description",425
"description",125
"description",536
"description",150
"description",225
"description",95
"description",201
"description",125
"description",86
"description",153
"description",136
"description",93
"description",292
"description",75
"description",78
"description",76
"description",51
"description",400
"description",107
"description",140
"description",354
"description",119
"description",74
"description",114
"description",117
"description",126
"description",107
"description",142
"description",72
"description",249
"description",243
"description",181
"description",104
"description",185
"description",393
"description",174
"description",104
"description",128
"description",90
"description",131
"description",103
"description",155
"description",72
"description",121
"description",120
"description",142
"description",131
"description",131
"description",164
"description",87
"description",326
"description",235
"description",209
"description",142
"description",134
"description",123
"description",143
"description",286
"description",139
"description",157
"description",183
"description",474
"description",231
"description",75
"description",167
"description",164
"description",210
"description",186
"description",88
"description",241
"description",166
"description",166
"description",371
"description",198
"description",79
"description",83
"description",75
"description",278
"description",196
"description",51
"description",150
"description",359
"description",444
"description",172
"description",172
"description",65
"description",150
"description",222
"description",196
"description",93
"description",90
"description",255
"description",185
"description",201
"description",228
"description",75
"description",267
"description",116
"description",129
"description",157
"description",64
"description",221
"description",93
"description",383
"description",169
"description",444
"description",82
"description",173
"description",134
"description",100
"description",192
"description",192
"description",136
"description",295
"description",195
"description",85
"description",359
"description",139
"description",82
"description",114
"description",92
"description",55
"description",375
"description",161
"description",346
"description",131
"description",70
"description",202
"description",53
"description",124
"description",81
"description",121
"description",82
"description",65
"description",80
"description",121
"description",124
"description",156
"description",112
"description",130
"description",80
"description",153
"description",145
"description",109
"description",147
"description",74
"description",99
"description",128
"description",138
"description",157
"description",204
"description",228
"description",88
"description",114
"description",167
"description",253
"description",181
"description",333
"description",260
"description",188
"description",157
"description",132
"description",63
"description",174
"description",460
"description",103
"description",153
"description",126
"description",164
"description",126
"description",118
"description",151
"description",236
"description",189
"description",89
"description",204
"description",238
"description",247
"description",126
"description",130
"description",110
"description",100
"description",75
"description",108
"description",282
"description",262
"description",82
"description",237
"description",79
"description",114
"description",132
"description",224
"description",105
"description",152
"description",153
"description",66
"description",120
"description",115
"description",55
"description",86
"description",94
"description",158
"description",146
"description",263
"description",190
"description",146
"description",83
"description",144
"description",82
"description",82
"description",177
"description",94
"description",48
"description",334
"description",152
"description",147
"description",131
"description",197
"description",156
"description",461
"description",116
"description",95
"description",78
"description",83
"description",340
"description",67
"description",176
"description",65
"description",264
"description",89
"description",290
"description",128
"description",75
"description",175
"description",151
"description",449
"description",612
"description",418
"description",313
"description",130
"description",185
"description",196
"description",88
"description",116
"description",395
"description",136
"description",153
"description",103
"description",164
"description",110
"description",63
"description",142
"description",648
"description",182
"description",42
"description",284
"description",225
"description",84
"description",319
"description",37
"description",102
"description",92
"description",76
"description",104
"description",102
"description",82
"description",106
"description",146
"description",57
"description",71
"description",60
"description",490
"description",220
"description",76
"description",149
"description",586
"description",157
"description",289
"description",164
"description",376
"description",216
"description",223
"description",154
"description",221
"description",93
"description",159
"description",174
"description",110
"description",90
"description",143
"description",102
"description",274
"description",104
"description",90
"description",95
"description",72
"description",122
"description",94
"description",66
"description",187
"description",141
"description",190
"description",68
"description",128
"description",90
"description",201
"description",165
"description",148
"description",216
"description",600
"description",184
"description",47
"description",136
"description",94
"description",294
"description",89
"description",308
"description",228
"description",79
"description",179
"description",88
"description",229
"description",117
"description",153
"description",206
"description",334
"description",325
"description",191
"description",173
"description",524
"description",220
"description",141
"description",44
"description",197
"description",81
"description",268
"description",268
"description",247
"description",55
"description",119
"description",212
"description",162
"description",103
"description",139
"description",362
"description",131
"description",153
"description",125
"description",200
"description",182
"description",105
"description",56
"description",151
"description",125
"description",47
"description",171
"description",189
"description",119
"description",410
"description",136
"description",178
"description",116
"description",109
"description",228
"description",96
"description",122
"description",110
"description",88
"description",375
"description",101
"description",405
"description",226
"description",87
"description",176
"description",97
"description",142
"description",71
"description",75
"description",145
"description",235
"description",88
"description",140
"description",131
"description",58
"description",170
"description",165
"description",85
"description",254
"description",262
"description",164
"description",260
"description",161
"description",131
"description",286
"description",172
"description",72
"description",331
"description",75
"description",59
"description",214
"description",74
"description",389
"description",217
"description",103
"description",74
"description",76
"description",69
"description",151
"description",199
"description",93
"description",46
"description",69
"description",129
"description",36
"description",152
"description",216
"description",466
"description",363
"description",176
"description",230
"description",191
"description",112
"description",193
"description",175
"description",144
"description",99
"description",168
"description",96
"description",94
"description",188
"description",125
"description",123
"description",398
"description",258
"description",141
"description",33
"description",35
"description",112
"description",145
"description",99
"description",303
"description",83
"description",231
"description",54
"description",215
"description",107
"description",238
"description",242
"description",100
"description",229
"description",161
"description",318
"description",197
"description",247
"description",150
"description",115
"description",84
"description",141
"description",166
"description",85
"description",123
"description",96
"description",130
"description",65
"description",77
"description",99
"description",359
"description",271
"anamnesis",100
"anamnesis",142
"anamnesis",872
"anamnesis",816
"anamnesis",141
"anamnesis",66
"anamnesis",109
"anamnesis",83
"anamnesis",112
"anamnesis",74
"anamnesis",88
"anamnesis",81
"anamnesis",58
"anamnesis",87
"anamnesis",65
"anamnesis",213
"anamnesis",99
"anamnesis",101
"anamnesis",141
"anamnesis",92
"anamnesis",125
"anamnesis",76
"anamnesis",105
"anamnesis",135
"anamnesis",154
"anamnesis",191
"anamnesis",88
"anamnesis",62
"anamnesis",104
"anamnesis",81
"anamnesis",132
"anamnesis",86
"anamnesis",99
"anamnesis",84
"anamnesis",74
"anamnesis",83
"anamnesis",116
"anamnesis",106
"anamnesis",81
"anamnesis",79
"anamnesis",124
"anamnesis",60
"anamnesis",240
"anamnesis",86
"anamnesis",99
"anamnesis",83
"anamnesis",100
"anamnesis",95
"anamnesis",66
"anamnesis",95
"anamnesis",114
"anamnesis",62
"anamnesis",73
"anamnesis",85
"anamnesis",80
"anamnesis",74
"anamnesis",98
"anamnesis",69
"anamnesis",87
"anamnesis",73
"anamnesis",76
"anamnesis",128
"anamnesis",275
"anamnesis",110
"anamnesis",188
"anamnesis",92
"anamnesis",214
"anamnesis",213
"anamnesis",58
"anamnesis",110
"anamnesis",100
"anamnesis",89
"anamnesis",109
"anamnesis",93
"anamnesis",145
"anamnesis",101
"anamnesis",70
"anamnesis",69
"anamnesis",148
"anamnesis",133
"anamnesis",73
"anamnesis",115
"anamnesis",61
"anamnesis",63
"anamnesis",73
"anamnesis",205
"anamnesis",63
"anamnesis",76
"anamnesis",74
"anamnesis",84
"anamnesis",83
"anamnesis",113
"anamnesis",186
"anamnesis",234
"anamnesis",89
"anamnesis",65
"anamnesis",76
"anamnesis",133
"anamnesis",67
"anamnesis",73
"anamnesis",86
"anamnesis",85
"anamnesis",86
"anamnesis",56
"anamnesis",71
"anamnesis",80
"anamnesis",70
"anamnesis",88
"anamnesis",68
"anamnesis",255
"anamnesis",148
"anamnesis",73
"anamnesis",72
"anamnesis",73
"anamnesis",89
"anamnesis",67
"anamnesis",118
"anamnesis",105
"anamnesis",72
"anamnesis",75
"anamnesis",82
"anamnesis",67
"anamnesis",303
"anamnesis",97
"anamnesis",132
"anamnesis",86
"anamnesis",127
"anamnesis",151
"anamnesis",64
"anamnesis",276
"anamnesis",73
"anamnesis",134
"anamnesis",92
"anamnesis",91
"anamnesis",99
"anamnesis",111
"anamnesis",114
"anamnesis",118
"anamnesis",125
"anamnesis",80
"anamnesis",144
"anamnesis",70
"anamnesis",75
"anamnesis",92
"anamnesis",91
"anamnesis",66
"anamnesis",80
"anamnesis",66
"anamnesis",66
"anamnesis",76
"anamnesis",119
"anamnesis",68
"anamnesis",77
"anamnesis",321
"anamnesis",65
"anamnesis",88
"anamnesis",76
"anamnesis",63
"anamnesis",214
"anamnesis",95
"anamnesis",108
"anamnesis",96
"anamnesis",64
"anamnesis",75
"anamnesis",128
"anamnesis",68
"anamnesis",128
"anamnesis",66
"anamnesis",95
"anamnesis",82
"anamnesis",73
"anamnesis",68
"anamnesis",65
"anamnesis",86
"anamnesis",168
"anamnesis",66
"anamnesis",249
"anamnesis",69
"anamnesis",79
"anamnesis",80
"anamnesis",114
"anamnesis",116
"anamnesis",83
"anamnesis",137
"anamnesis",72
"anamnesis",58
"anamnesis",74
"anamnesis",79
"anamnesis",78
"anamnesis",134
"anamnesis",73
"anamnesis",82
"anamnesis",115
"anamnesis",66
"anamnesis",141
"anamnesis",80
"anamnesis",128
"anamnesis",109
"anamnesis",108
"anamnesis",71
"anamnesis",140
"anamnesis",74
"anamnesis",149
"anamnesis",77
"anamnesis",104
"anamnesis",76
"anamnesis",154
"anamnesis",71
"anamnesis",95
"anamnesis",75
"anamnesis",76
"anamnesis",61
"anamnesis",80
"anamnesis",67
"anamnesis",66
"anamnesis",101
"anamnesis",115
"anamnesis",83
"anamnesis",233
"anamnesis",63
"anamnesis",85
"anamnesis",157
"anamnesis",61
"anamnesis",82
"anamnesis",79
"anamnesis",63
"anamnesis",121
"anamnesis",61
"anamnesis",77
"anamnesis",69
"anamnesis",63
"anamnesis",144
"anamnesis",82
"anamnesis",165
"anamnesis",104
"anamnesis",79
"anamnesis",90
"anamnesis",61
"anamnesis",101
"anamnesis",93
"anamnesis",72
"anamnesis",131
"anamnesis",162
"anamnesis",79
"anamnesis",67
"anamnesis",124
"anamnesis",70
"anamnesis",72
"anamnesis",75
"anamnesis",75
"anamnesis",68
"anamnesis",102
"anamnesis",80
"anamnesis",72
"anamnesis",65
"anamnesis",73
"anamnesis",74
"anamnesis",71
"anamnesis",99
"anamnesis",80
"anamnesis",109
"anamnesis",82
"anamnesis",76
"anamnesis",136
"anamnesis",77
"anamnesis",65
"anamnesis",68
"anamnesis",74
"anamnesis",80
"anamnesis",68
"anamnesis",65
"anamnesis",79
"anamnesis",93
"anamnesis",74
"anamnesis",114
"anamnesis",145
"anamnesis",120
"anamnesis",91
"anamnesis",72
"anamnesis",70
"anamnesis",140
"anamnesis",119
"anamnesis",158
"anamnesis",80
"anamnesis",86
"anamnesis",71
"anamnesis",70
"anamnesis",97
"anamnesis",74
"anamnesis",84
"anamnesis",107
"anamnesis",64
"anamnesis",64
"anamnesis",126
"anamnesis",66
"anamnesis",63
"anamnesis",80
"anamnesis",75
"anamnesis",85
"anamnesis",128
"anamnesis",78
"anamnesis",128
"anamnesis",93
"anamnesis",86
"anamnesis",68
"anamnesis",106
"anamnesis",69
"anamnesis",85
"anamnesis",220
"anamnesis",121
"anamnesis",61
"anamnesis",97
"anamnesis",71
"anamnesis",65
"anamnesis",157
"anamnesis",94
"anamnesis",119
"anamnesis",88
"anamnesis",96
"anamnesis",100
"anamnesis",63
"anamnesis",122
"anamnesis",92
"anamnesis",58
"anamnesis",117
"anamnesis",54
"anamnesis",62
"anamnesis",78
"anamnesis",64
"anamnesis",86
"anamnesis",61
"anamnesis",59
"anamnesis",78
"anamnesis",82
"anamnesis",158
"anamnesis",66
"anamnesis",101
"anamnesis",115
"anamnesis",245
"anamnesis",95
"anamnesis",56
"anamnesis",67
"anamnesis",111
"anamnesis",68
"anamnesis",82
"anamnesis",102
"anamnesis",71
"anamnesis",132
"anamnesis",80
"anamnesis",70
"anamnesis",108
"anamnesis",80
"anamnesis",83
"anamnesis",261
"anamnesis",78
"anamnesis",85
"anamnesis",116
"anamnesis",70
"anamnesis",113
"anamnesis",66
"anamnesis",106
"anamnesis",45
"anamnesis",82
"anamnesis",69
"anamnesis",81
"anamnesis",93
"anamnesis",70
"anamnesis",103
"anamnesis",77
"anamnesis",97
"anamnesis",66
"anamnesis",74
"anamnesis",110
"anamnesis",76
"anamnesis",71
"anamnesis",194
"anamnesis",88
"anamnesis",82
"anamnesis",84
"anamnesis",105
"anamnesis",66
"anamnesis",74
"anamnesis",98
"anamnesis",154
"anamnesis",149
"anamnesis",73
"anamnesis",104
"anamnesis",163
"anamnesis",299
"anamnesis",138
"anamnesis",81
"anamnesis",82
"anamnesis",115
"anamnesis",140
"anamnesis",148
"anamnesis",65
"anamnesis",143
"anamnesis",146
"anamnesis",113
"anamnesis",176
"anamnesis",107
"anamnesis",105
"anamnesis",98
"anamnesis",96
"anamnesis",81
"anamnesis",165
"anamnesis",79
"anamnesis",89
"anamnesis",82
"anamnesis",120
"anamnesis",92
"anamnesis",159
"anamnesis",85
"anamnesis",90
"anamnesis",130
"anamnesis",69
"anamnesis",131
"anamnesis",105
"anamnesis",133
"anamnesis",74
"anamnesis",74
"anamnesis",108
"anamnesis",77
"anamnesis",116
"anamnesis",101
"anamnesis",147
"anamnesis",116
"anamnesis",86
"anamnesis",60
"anamnesis",90
"anamnesis",88
"anamnesis",72
"anamnesis",118
"anamnesis",114
"anamnesis",104
"anamnesis",85
"anamnesis",67
"anamnesis",100
"anamnesis",77
"anamnesis",72
"anamnesis",66
"anamnesis",73
"anamnesis",73
"anamnesis",110
"anamnesis",75
"anamnesis",98
"anamnesis",206
"anamnesis",81
"anamnesis",65
"anamnesis",79
"anamnesis",109
"anamnesis",69
"anamnesis",82
"anamnesis",117
"anamnesis",130
"anamnesis",268
"anamnesis",87
"anamnesis",83
"anamnesis",82
"anamnesis",73
"anamnesis",73
"anamnesis",72
"anamnesis",89
"anamnesis",102
"anamnesis",79
"anamnesis",119
"anamnesis",136
"anamnesis",92
"anamnesis",87
"anamnesis",73
"anamnesis",82
"anamnesis",179
"anamnesis",69
"anamnesis",67
"anamnesis",150
"anamnesis",73
"anamnesis",75
"anamnesis",175
"anamnesis",78
"anamnesis",80
"anamnesis",80
"anamnesis",70
"anamnesis",60
"anamnesis",56
"anamnesis",305
"anamnesis",69
"anamnesis",91
"anamnesis",135
"anamnesis",76
"anamnesis",129
"anamnesis",77
"anamnesis",120
"anamnesis",126
"anamnesis",75
"anamnesis",67
"anamnesis",105
"anamnesis",73
"anamnesis",78
"anamnesis",71
"anamnesis",64
"anamnesis",114
"anamnesis",87
"anamnesis",167
"anamnesis",67
"anamnesis",76
"anamnesis",161
"anamnesis",93
"anamnesis",55
"anamnesis",83
"anamnesis",67
"anamnesis",96
"anamnesis",82
"anamnesis",174
"anamnesis",82
"anamnesis",308
"anamnesis",83
"anamnesis",62
"anamnesis",101
"anamnesis",55
"anamnesis",136
"anamnesis",219
"anamnesis",80
"anamnesis",64
"anamnesis",104
"anamnesis",78
"anamnesis",64
"anamnesis",75
"anamnesis",193
"anamnesis",201
"anamnesis",71
"anamnesis",80
"anamnesis",157
"anamnesis",82
"anamnesis",63
"anamnesis",106
"anamnesis",80
"anamnesis",74
"anamnesis",111
"anamnesis",78
"anamnesis",70
"anamnesis",118
"anamnesis",76
"anamnesis",119
"anamnesis",133
"anamnesis",141
"anamnesis",82
"anamnesis",77
"anamnesis",67
"anamnesis",127
"anamnesis",66
"anamnesis",67
"anamnesis",69
"anamnesis",128
"anamnesis",68
"anamnesis",80
"anamnesis",149
"anamnesis",97
"anamnesis",78
"anamnesis",67
"anamnesis",69
"anamnesis",119
"anamnesis",150
"anamnesis",66
"anamnesis",108
"anamnesis",117
"anamnesis",78
"anamnesis",114
"anamnesis",60
"anamnesis",130
"anamnesis",94
"anamnesis",102
"anamnesis",129
"anamnesis",50
"anamnesis",64
"anamnesis",141
"anamnesis",88
"anamnesis",112
"anamnesis",92
"anamnesis",64
"anamnesis",158
"anamnesis",82
"anamnesis",63
"anamnesis",130
"anamnesis",65
"anamnesis",78
"anamnesis",76
"anamnesis",71
"anamnesis",137
"anamnesis",80
"anamnesis",122
"anamnesis",74
"anamnesis",73
"anamnesis",112
"anamnesis",123
"anamnesis",74
"anamnesis",115
"anamnesis",105
"anamnesis",65
"anamnesis",119
"anamnesis",85
"anamnesis",142
"anamnesis",82
"anamnesis",68
"anamnesis",63
"anamnesis",76
"anamnesis",72
"anamnesis",170
"anamnesis",103
"anamnesis",70
"anamnesis",63
"anamnesis",60
"anamnesis",109
"anamnesis",68
"anamnesis",70
"anamnesis",132
"anamnesis",63
"anamnesis",65
"anamnesis",61
"anamnesis",79
"anamnesis",72
"anamnesis",69
"anamnesis",88
"anamnesis",70
"anamnesis",102
"anamnesis",65
"anamnesis",154
"anamnesis",73
"anamnesis",106
"anamnesis",85
"anamnesis",94
"anamnesis",64
"anamnesis",69
"anamnesis",71
"anamnesis",105
"anamnesis",69
"anamnesis",101
"anamnesis",110
"anamnesis",68
"anamnesis",92
"anamnesis",64
"anamnesis",90
"anamnesis",77
"anamnesis",102
"anamnesis",202
"anamnesis",72
"anamnesis",73
"anamnesis",69
"anamnesis",129
"anamnesis",71
"anamnesis",65
"anamnesis",101
"anamnesis",110
"anamnesis",121
"anamnesis",67
"anamnesis",169
"anamnesis",120
"anamnesis",71
"anamnesis",81
"anamnesis",72
"anamnesis",71
"anamnesis",62
"anamnesis",74
"anamnesis",82
"anamnesis",208
"anamnesis",121
"anamnesis",60
"anamnesis",127
"anamnesis",97
"anamnesis",76
"anamnesis",109
"anamnesis",166
"anamnesis",96
"anamnesis",62
"anamnesis",200
"anamnesis",76
"anamnesis",65
"anamnesis",101
"anamnesis",110
"anamnesis",137
"anamnesis",120
"anamnesis",155
"anamnesis",111
"anamnesis",68
"anamnesis",68
"anamnesis",79
"anamnesis",67
"anamnesis",118
"anamnesis",87
"anamnesis",73
"anamnesis",110
"anamnesis",69
"anamnesis",87
"anamnesis",86
"anamnesis",200
"anamnesis",206
"anamnesis",101
"anamnesis",393
"anamnesis",114
"anamnesis",164
"anamnesis",185
"anamnesis",67
"anamnesis",110
"anamnesis",75
"anamnesis",76
"anamnesis",66
"anamnesis",91
"anamnesis",148
"anamnesis",85
"anamnesis",69
"anamnesis",129
"anamnesis",101
"anamnesis",229
"anamnesis",86
"anamnesis",88
"anamnesis",71
"anamnesis",200
"anamnesis",90
"anamnesis",83
"anamnesis",77
"anamnesis",65
"anamnesis",91
"anamnesis",66
"anamnesis",79
"anamnesis",103
"anamnesis",100
"anamnesis",61
"anamnesis",99
"anamnesis",102
"anamnesis",89
"anamnesis",83
"anamnesis",89
"anamnesis",266
"anamnesis",56
"anamnesis",93
"anamnesis",92
"anamnesis",66
"anamnesis",108
"anamnesis",73
"anamnesis",77
"anamnesis",76
"anamnesis",119
"anamnesis",75
"anamnesis",65
"anamnesis",117
"anamnesis",94
"anamnesis",84
"anamnesis",66
"anamnesis",80
"anamnesis",73
"anamnesis",75
"anamnesis",88
"anamnesis",77
"anamnesis",81
"anamnesis",60
"anamnesis",75
"anamnesis",130
"anamnesis",83
"anamnesis",94
"anamnesis",92
"anamnesis",73
"anamnesis",169
"anamnesis",140
"anamnesis",67
"anamnesis",68
"anamnesis",68
"anamnesis",76
"anamnesis",402
"anamnesis",115
"anamnesis",134
"anamnesis",90
"anamnesis",68
"anamnesis",65
"anamnesis",71
"anamnesis",35
"anamnesis",78
"anamnesis",77
"anamnesis",90
"anamnesis",97
"anamnesis",80
"anamnesis",80
"anamnesis",78
"anamnesis",72
"anamnesis",80
"anamnesis",84
"anamnesis",83
"anamnesis",116
"anamnesis",62
"anamnesis",114
"anamnesis",100
"anamnesis",74
"anamnesis",70
"anamnesis",131
"anamnesis",154
"anamnesis",89
"anamnesis",146
"anamnesis",69
"anamnesis",85
"anamnesis",67
"anamnesis",70
"anamnesis",65
"anamnesis",77
"anamnesis",164
"anamnesis",84
"anamnesis",133
"anamnesis",74
"anamnesis",93
"anamnesis",64
"anamnesis",64
"anamnesis",96
"anamnesis",65
"anamnesis",79
"anamnesis",92
"anamnesis",69
"anamnesis",97
"anamnesis",75
"anamnesis",76
"anamnesis",66
"anamnesis",230
"anamnesis",76
"anamnesis",78
"anamnesis",75
"anamnesis",132
"anamnesis",134
"anamnesis",105
"anamnesis",91
"anamnesis",84
"anamnesis",110
"anamnesis",69
"anamnesis",68
"anamnesis",101
"anamnesis",65
"anamnesis",65
"anamnesis",179
"anamnesis",103
"anamnesis",110
"anamnesis",88
"anamnesis",64
"anamnesis",113
"anamnesis",68
"anamnesis",110
"anamnesis",138
"anamnesis",76
"anamnesis",62
"anamnesis",81
"anamnesis",174
"anamnesis",97
"anamnesis",116
"anamnesis",71
"anamnesis",105
"anamnesis",61
"anamnesis",89
"anamnesis",81
"anamnesis",89
"anamnesis",95
"anamnesis",116
"anamnesis",69
"anamnesis",149
"anamnesis",72
"anamnesis",89
"anamnesis",76
"anamnesis",83
"anamnesis",62
"anamnesis",77
"anamnesis",129
"anamnesis",233
"anamnesis",72
"anamnesis",74
"anamnesis",75
"anamnesis",72
"anamnesis",124
"anamnesis",72
"anamnesis",146
"anamnesis",320
"anamnesis",109
"anamnesis",176
"anamnesis",66
"anamnesis",104
"anamnesis",90
"anamnesis",74
"anamnesis",67
"anamnesis",63
"anamnesis",224
"anamnesis",69
"anamnesis",106
"anamnesis",68
"anamnesis",72
"anamnesis",75
"anamnesis",96
"anamnesis",112
"anamnesis",56
"anamnesis",87
"anamnesis",15
"anamnesis",99
"anamnesis",186
"anamnesis",66
"anamnesis",75
"anamnesis",69
"anamnesis",123
"anamnesis",73
"anamnesis",68
"anamnesis",78
"anamnesis",73
"anamnesis",99
"anamnesis",124
"anamnesis",106
"anamnesis",71
"anamnesis",329
"anamnesis",94
"anamnesis",114
"anamnesis",62
"anamnesis",61
"anamnesis",88
"anamnesis",74
"anamnesis",75
"anamnesis",70
"anamnesis",67
"anamnesis",69
"anamnesis",81
"anamnesis",213
"anamnesis",75
"anamnesis",61
"anamnesis",68
"anamnesis",70
"anamnesis",169
"anamnesis",70
"anamnesis",105
"anamnesis",58
"anamnesis",109
"anamnesis",176
"anamnesis",73
"anamnesis",72
"anamnesis",63
"anamnesis",101
"anamnesis",106
"anamnesis",85
"anamnesis",64
"anamnesis",68
"anamnesis",70
"anamnesis",110
"anamnesis",70
"anamnesis",86
"anamnesis",87
"anamnesis",360
"anamnesis",65
"anamnesis",68
"anamnesis",138
"anamnesis",88
"anamnesis",79
"anamnesis",80
"anamnesis",63
"anamnesis",74
"anamnesis",82
"anamnesis",80
"anamnesis",69
"anamnesis",140
"anamnesis",79
"anamnesis",104
"anamnesis",83
"anamnesis",67
"anamnesis",104
"anamnesis",71
"anamnesis",48
"anamnesis",82
"anamnesis",94
"anamnesis",114
"anamnesis",68
"anamnesis",91
"anamnesis",420
"anamnesis",74
"anamnesis",63
"anamnesis",151
"anamnesis",72
"anamnesis",235
"anamnesis",85
"anamnesis",227
"anamnesis",77
"anamnesis",68
"anamnesis",75
"anamnesis",148
"anamnesis",66
"anamnesis",74
"anamnesis",76
"anamnesis",96
"anamnesis",101
"anamnesis",81
"anamnesis",82
"anamnesis",68
"anamnesis",69
"anamnesis",64
"anamnesis",75
"anamnesis",61
"anamnesis",85
"anamnesis",111
"anamnesis",130
"anamnesis",71
"anamnesis",70
"anamnesis",63
"anamnesis",77
"anamnesis",77
"anamnesis",67
"anamnesis",73
"anamnesis",68
"anamnesis",116
"anamnesis",181
"anamnesis",102
"anamnesis",80
"anamnesis",82
"anamnesis",66
"anamnesis",79
"anamnesis",87
"anamnesis",76
"anamnesis",126
"anamnesis",122
"anamnesis",70
"anamnesis",85
"anamnesis",79
"anamnesis",128
"anamnesis",58
"anamnesis",145
"anamnesis",67
"anamnesis",69
"anamnesis",123
"anamnesis",97
"anamnesis",174
"anamnesis",103
"anamnesis",116
"anamnesis",58
"anamnesis",66
"anamnesis",143
"anamnesis",76
"anamnesis",86
"anamnesis",184
"anamnesis",76
"anamnesis",66
"anamnesis",121
"anamnesis",99
"anamnesis",95
"anamnesis",69
"anamnesis",80
"anamnesis",79
"anamnesis",71
"anamnesis",111
"anamnesis",72
"anamnesis",70
"anamnesis",73
"anamnesis",79
"anamnesis",91
"anamnesis",142
"anamnesis",79
"anamnesis",77
"anamnesis",66
"anamnesis",61
"anamnesis",87
"anamnesis",87
"anamnesis",83
"anamnesis",108
"anamnesis",68
"anamnesis",46
"anamnesis",140
"anamnesis",74
"anamnesis",67
"anamnesis",79
"anamnesis",131
"anamnesis",339
"anamnesis",85
"anamnesis",73
"anamnesis",74
"anamnesis",90
"anamnesis",87
"anamnesis",94
"anamnesis",73
"anamnesis",97
"anamnesis",118
"anamnesis",111
"anamnesis",68
"anamnesis",76
"anamnesis",67
"anamnesis",71
"anamnesis",73
"anamnesis",66
"anamnesis",96
"anamnesis",67
"anamnesis",102
"anamnesis",68
"anamnesis",67
"anamnesis",74
"anamnesis",98
"anamnesis",94
"anamnesis",70
"anamnesis",91
"anamnesis",73
"anamnesis",77
"anamnesis",92
"anamnesis",79
"anamnesis",104
"anamnesis",103
"anamnesis",98
"anamnesis",109
"anamnesis",81
"anamnesis",69
"anamnesis",64
"anamnesis",80
"anamnesis",72
"anamnesis",116
"anamnesis",79
"anamnesis",82
"anamnesis",95
"anamnesis",75
"anamnesis",75
"anamnesis",68
"anamnesis",74
"anamnesis",116
"anamnesis",74
"anamnesis",78
"anamnesis",69
"anamnesis",61
"anamnesis",80
"anamnesis",177
"anamnesis",64
"anamnesis",67
"anamnesis",82
"anamnesis",84
"anamnesis",65
"anamnesis",75
"anamnesis",68
"anamnesis",125
"anamnesis",101
"anamnesis",78
"anamnesis",65
"anamnesis",67
"anamnesis",92
"anamnesis",146
"anamnesis",79
"anamnesis",70
"anamnesis",69
"anamnesis",76
"anamnesis",76
"anamnesis",103
"anamnesis",69
"anamnesis",80
"anamnesis",61
"anamnesis",69
"anamnesis",64
"anamnesis",111
"anamnesis",89
"anamnesis",88
"anamnesis",154
"anamnesis",118
"anamnesis",71
"anamnesis",91
"anamnesis",77
"anamnesis",73
"anamnesis",95
"anamnesis",72
"anamnesis",71
"anamnesis",112
"anamnesis",73
"anamnesis",142
"anamnesis",67
"anamnesis",65
"anamnesis",114
"anamnesis",59
"anamnesis",91
"anamnesis",74
"anamnesis",64
"anamnesis",82
"anamnesis",69
"anamnesis",134
"anamnesis",87
"anamnesis",82
"anamnesis",75
"anamnesis",101
"anamnesis",70
"anamnesis",64
"anamnesis",60
"anamnesis",94
"anamnesis",67
"anamnesis",99
"anamnesis",55
"anamnesis",115
"anamnesis",86
"anamnesis",79
"anamnesis",64
"anamnesis",178
"anamnesis",67
"anamnesis",77
"anamnesis",115
"anamnesis",77
"anamnesis",107
"anamnesis",231
"anamnesis",65
"anamnesis",78
"anamnesis",68
"anamnesis",72
"anamnesis",73
"anamnesis",115
"anamnesis",88
"anamnesis",43
"anamnesis",108
"anamnesis",148
"anamnesis",68
"anamnesis",70
"anamnesis",101
"anamnesis",82
"anamnesis",67
"anamnesis",68
"anamnesis",132
"anamnesis",65
"anamnesis",66
"anamnesis",96
"anamnesis",148
"anamnesis",161
"anamnesis",81
"anamnesis",98
"anamnesis",82
"anamnesis",107
"anamnesis",84
"anamnesis",69
"anamnesis",165
"anamnesis",65
"anamnesis",59
"anamnesis",115
"anamnesis",69
"anamnesis",89
"anamnesis",198
"anamnesis",58
"anamnesis",129
"anamnesis",70
"anamnesis",62
"anamnesis",88
"anamnesis",71
"anamnesis",83
"anamnesis",99
"anamnesis",73
"anamnesis",74
"anamnesis",75
"anamnesis",106
"anamnesis",67
"anamnesis",74
"anamnesis",171
"anamnesis",76
"anamnesis",100
"anamnesis",75
"anamnesis",69
"anamnesis",103
"anamnesis",86
"anamnesis",181
"anamnesis",73
"anamnesis",100
"anamnesis",145
"anamnesis",109
"anamnesis",99
"anamnesis",91
"anamnesis",201
"anamnesis",65
"anamnesis",106
"anamnesis",100
"anamnesis",71
"anamnesis",88
"anamnesis",70
"anamnesis",213
"anamnesis",373
"anamnesis",95
"anamnesis",82
"anamnesis",96
"anamnesis",71
"anamnesis",77
"anamnesis",134
"anamnesis",74
"anamnesis",63
"anamnesis",68
"anamnesis",84
"anamnesis",79
"anamnesis",117
"anamnesis",122
"anamnesis",79
"anamnesis",81
"anamnesis",140
"anamnesis",184
"anamnesis",204
"anamnesis",76
"anamnesis",85
"anamnesis",66
"anamnesis",115
"anamnesis",71
