case_uid,model,varianta,mnozina,predikce,otisk_nasazeni,dopad_A12,dopad_A2,datum
exp4006,qwen3.5-int4,zero_shot,dev,KU,f93b9fdeef8716b2,,KU,2026-09-08
exp4011,qwen3.5-int4,zero_shot,dev,NEU,f93b9fdeef8716b2,,KU,2026-09-08
exp4062,qwen3.5-int4,zero_shot,dev,NEU,f93b9fdeef8716b2,,KU,2026-09-08
exp4094,qwen3.5-int4,zero_shot,dev,DU,f93b9fdeef8716b2,,DU,2026-09-08
exp4240,qwen3.5-int4,zero_shot,dev,DU,f93b9fdeef8716b2,,DU,2026-09-08
exp4262,qwen3.5-int4,zero_shot,dev,KU,f93b9fdeef8716b2,,KU,2026-09-08
exp4320,qwen3.5-int4,zero_shot,dev,,f93b9fdeef8716b2,,DU,2026-09-08
exp2685,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,,DU,2026-09-08
exp1852,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,KU,,2026-09-08
exp1910,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,DU,,2026-09-08
exp1936,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,NEU,,2026-09-08
exp2076,mistral-medium-3.5,zero_shot,dev,DU,637d6012fe621ee2,DU,,2026-09-08
exp2114,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,KU,,2026-09-08
exp2222,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,KU,,2026-09-08
exp2274,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,KU,,2026-09-08
exp1433,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,NEU,,2026-09-08
exp1318,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,NEU,,2026-09-08
exp1280,mistral-medium-3.5,zero_shot,dev,DU,637d6012fe621ee2,DU,,2026-09-08
exp1269,mistral-medium-3.5,zero_shot,dev,DU,637d6012fe621ee2,DU,,2026-09-08
exp1250,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,DU,,2026-09-08
exp1225,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,DU,,2026-09-08
exp1200,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,KU,,2026-09-08
exp1215,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,NEU,,2026-09-08
exp1062,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,NEU,,2026-09-08
exp1031,mistral-medium-3.5,zero_shot,dev,DU,637d6012fe621ee2,DU,,2026-09-08
exp1007,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,NEU,,2026-09-08
exp993,mistral-medium-3.5,zero_shot,dev,DU,637d6012fe621ee2,DU,,2026-09-08
exp966,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,KU,,2026-09-08
exp928,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,KU,,2026-09-08
exp901,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,DU,,2026-09-08
exp804,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,NEU,,2026-09-08
exp754,mistral-medium-3.5,zero_shot,dev,DU,637d6012fe621ee2,KU,,2026-09-08
exp760,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,KU,,2026-09-08
exp710,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,DU,,2026-09-08
exp715,mistral-medium-3.5,zero_shot,dev,DU,637d6012fe621ee2,NEU,,2026-09-08
exp671,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,DU,,2026-09-08
exp653,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,NEU,,2026-09-08
exp638,mistral-medium-3.5,zero_shot,dev,DU,637d6012fe621ee2,DU,,2026-09-08
exp637,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,KU,,2026-09-08
exp543,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,NEU,,2026-09-08
exp527,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,DU,,2026-09-08
exp507,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,NEU,,2026-09-08
exp446,mistral-medium-3.5,zero_shot,dev,DU,637d6012fe621ee2,DU,,2026-09-08
exp407,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,KU,,2026-09-08
exp398,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,DU,,2026-09-08
exp367,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,NEU,,2026-09-08
exp353,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,NEU,,2026-09-08
exp310,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,DU,,2026-09-08
exp289,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,NEU,,2026-09-08
exp295,mistral-medium-3.5,zero_shot,dev,DU,637d6012fe621ee2,KU,,2026-09-08
exp288,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,KU,,2026-09-08
exp153,mistral-medium-3.5,zero_shot,dev,DU,637d6012fe621ee2,DU,,2026-09-08
exp83,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,NEU,,2026-09-08
exp15,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,NEU,,2026-09-08
exp3021,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,,NEU,2026-09-08
exp3048,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,,KU,2026-09-08
exp3058,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,,KU,2026-09-08
exp3061,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,,NEU,2026-09-08
exp3087,mistral-medium-3.5,zero_shot,dev,,637d6012fe621ee2,,DU,2026-09-08
exp3104,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,,KU,2026-09-08
exp3112,mistral-medium-3.5,zero_shot,dev,DU,637d6012fe621ee2,,DU,2026-09-08
exp3116,mistral-medium-3.5,zero_shot,dev,DU,637d6012fe621ee2,,DU,2026-09-08
exp3176,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,,KU,2026-09-08
exp3182,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,,NEU,2026-09-08
exp3208,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,,KU,2026-09-08
exp3222,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,,NEU,2026-09-08
exp3226,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,,DU,2026-09-08
exp3347,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,,DU,2026-09-08
exp3382,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,,KU,2026-09-08
exp3400,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,,NEU,2026-09-08
exp3460,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,,KU,2026-09-08
exp3479,mistral-medium-3.5,zero_shot,dev,DU,637d6012fe621ee2,,KU,2026-09-08
exp3488,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,,DU,2026-09-08
exp3515,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,,DU,2026-09-08
exp3526,mistral-medium-3.5,zero_shot,dev,DU,637d6012fe621ee2,,DU,2026-09-08
exp3532,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,,DU,2026-09-08
exp3536,mistral-medium-3.5,zero_shot,dev,DU,637d6012fe621ee2,,DU,2026-09-08
exp3555,mistral-medium-3.5,zero_shot,dev,DU,637d6012fe621ee2,,DU,2026-09-08
exp3578,mistral-medium-3.5,zero_shot,dev,DU,637d6012fe621ee2,,KU,2026-09-08
exp3600,mistral-medium-3.5,zero_shot,dev,DU,637d6012fe621ee2,,DU,2026-09-08
exp3614,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,,KU,2026-09-08
exp3623,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,,KU,2026-09-08
exp3659,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,,KU,2026-09-08
exp3751,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,,DU,2026-09-08
exp3774,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,,KU,2026-09-08
exp3783,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,,DU,2026-09-08
exp3793,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,,KU,2026-09-08
exp3799,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,,DU,2026-09-08
exp3805,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,,KU,2026-09-08
exp3814,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,,KU,2026-09-08
exp3829,mistral-medium-3.5,zero_shot,dev,DU,637d6012fe621ee2,,DU,2026-09-08
exp3842,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,,KU,2026-09-08
exp3856,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,,DU,2026-09-08
exp3862,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,,KU,2026-09-08
exp3868,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,,KU,2026-09-08
exp3875,mistral-medium-3.5,zero_shot,dev,DU,637d6012fe621ee2,,DU,2026-09-08
exp3876,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,,KU,2026-09-08
exp3919,mistral-medium-3.5,zero_shot,dev,DU,637d6012fe621ee2,,DU,2026-09-08
exp3974,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,,KU,2026-09-08
exp3982,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,,KU,2026-09-08
exp4006,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,,KU,2026-09-08
exp4011,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,,KU,2026-09-08
exp4062,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,,KU,2026-09-08
exp4094,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,,DU,2026-09-08
exp4240,mistral-medium-3.5,zero_shot,dev,DU,637d6012fe621ee2,,DU,2026-09-08
exp4262,mistral-medium-3.5,zero_shot,dev,KU,637d6012fe621ee2,,KU,2026-09-08
exp4320,mistral-medium-3.5,zero_shot,dev,NEU,637d6012fe621ee2,,DU,2026-09-08
exp3008,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp3006,glm-5.3,few_shot,eval,,f98256a1719daf8a,DU,DU,2026-09-09
exp3005,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp3004,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp3003,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp3002,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp3000,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2999,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2998,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2996,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2995,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2994,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2993,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2992,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2991,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2989,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2988,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2987,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2986,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2985,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,KU,NEU,2026-09-09
exp2984,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2982,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,KU,2026-09-09
exp2979,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2977,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2976,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2975,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2971,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2969,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2966,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2965,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2963,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2962,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2961,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2960,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,KU,KU,2026-09-09
exp2959,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2957,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,KU,2026-09-09
exp2956,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2955,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2954,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2952,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2951,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,DU,DU,2026-09-09
exp2950,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2949,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2948,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2946,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,KU,2026-09-09
exp2945,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2944,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2942,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2941,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2940,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2938,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2937,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2936,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2935,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,DU,DU,2026-09-09
exp2934,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2933,glm-5.3,few_shot,eval,,f98256a1719daf8a,DU,DU,2026-09-09
exp2931,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2929,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,DU,KU,2026-09-09
exp2927,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2926,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,NEU,KU,2026-09-09
exp2924,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2923,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2922,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2921,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2920,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2919,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2914,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,DU,DU,2026-09-09
exp2911,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2910,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2909,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2908,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2907,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2906,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2904,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2903,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2902,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2901,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2900,glm-5.3,few_shot,eval,,f98256a1719daf8a,DU,DU,2026-09-09
exp2899,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2898,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2896,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2895,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2894,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,DU,DU,2026-09-09
exp2893,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2890,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2889,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2888,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2887,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2886,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2885,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2883,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,KU,2026-09-09
exp2882,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2881,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2880,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2879,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2878,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,KU,2026-09-09
exp2877,glm-5.3,few_shot,eval,,f98256a1719daf8a,KU,KU,2026-09-09
exp2876,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2875,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2873,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2872,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2871,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,NEU,2026-09-09
exp2870,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,NEU,2026-09-09
exp2867,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,DU,DU,2026-09-09
exp2866,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2865,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2861,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2860,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2858,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2857,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2855,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2854,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,KU,2026-09-09
exp2853,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2852,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2851,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2847,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2846,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,KU,2026-09-09
exp2845,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2844,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2843,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2842,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,KU,KU,2026-09-09
exp2841,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2840,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2839,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2838,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2837,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2836,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2835,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2832,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2831,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2828,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2827,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,KU,2026-09-09
exp2825,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2824,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2823,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,NEU,2026-09-09
exp2822,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,NEU,2026-09-09
exp2821,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2820,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2817,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,KU,2026-09-09
exp2816,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2815,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,DU,DU,2026-09-09
exp2814,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2813,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,DU,DU,2026-09-09
exp2811,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2810,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,KU,2026-09-09
exp2809,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2808,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2806,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2805,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2804,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2801,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2800,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2799,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,DU,2026-09-09
exp2798,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,KU,2026-09-09
exp2797,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2796,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2792,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2791,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,KU,2026-09-09
exp2790,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2788,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2787,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2786,glm-5.3,few_shot,eval,,f98256a1719daf8a,DU,DU,2026-09-09
exp2783,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2782,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,DU,2026-09-09
exp2781,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2780,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2779,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2778,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2777,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,KU,DU,2026-09-09
exp2776,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2775,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2773,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
exp2771,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,NEU,DU,2026-09-09
exp2770,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2769,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,KU,KU,2026-09-09
exp2768,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2767,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,KU,KU,2026-09-09
exp2766,glm-5.3,few_shot,eval,DU,f98256a1719daf8a,DU,DU,2026-09-09
exp2765,glm-5.3,few_shot,eval,KU,f98256a1719daf8a,DU,DU,2026-09-09
exp2764,glm-5.3,few_shot,eval,NEU,f98256a1719daf8a,NEU,NEU,2026-09-09
